fafb_type	hemibrain_type	hemibrain_type_fafb	fafb_type_nt	fafb_type_confidence	hemibrain_type_nt	hemibrain_type_confidence	known_nt	known_nt_source	FBbt_id	FBbt_name	FBbt_nts	notes	FBbt_definition
									FBbt:00048259	VES neuron of the dopaminergic PPL2c cluster	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0238545""]},""value"":""Adult dopaminergic neuron with a cell body in the PPL2c cluster. It has a major arborization site in the vest and is distinct from the VES-LO neuron.""}]"
									FBbt:00048260	VLP-SAD neuron of the dopaminergic PPM2 cluster	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0238545""]},""value"":""Adult dopaminergic neuron with a cell body in the PPM2 cluster. It has major arborization sites in the ventrolateral protocerebrum and the saddle.""}]"
									FBbt:00048261	VLP neuron of the dopaminergic PPM2 cluster	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0238545""]},""value"":""Adult dopaminergic neuron with a cell body in the PPM2 cluster. It has a major arborization site in the ventrolateral protocerebrum and is distinct from the other VLP-innervating PPM2 neurons.""}]"
									FBbt:00048262	WED neuron of the dopaminergic PPM2 cluster	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0235476"",""FlyBase:FBrf0238545""]},""value"":""Adult dopaminergic neuron with a cell body in the PPM2 cluster. It has a major arborization site in the wedge. There are two of these cells per hemisphere.""}]"
									FBbt:00048263	VLP-AMMC neuron of the dopaminergic PPM2 cluster	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0238545""]},""value"":""Adult dopaminergic neuron with a cell body in the PPM2 cluster. It has major arborization sites in the ventrolateral protocerebrum and the antennal mechanosensory and motor center.""}]"
									FBbt:00048264	LAL-SEG neuron of the dopaminergic PPM2 cluster	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0238545""]},""value"":""Adult dopaminergic neuron with a cell body in the PPM2 cluster. It has major arborization sites in the lateral accessory lobe and the subesophageal zone.""}]"
									FBbt:00048265	LAL neuron of the dopaminergic PPM2 cluster	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0238545""]},""value"":""Adult dopaminergic neuron with a cell body in the PPM2 cluster. It has a major arborization site in the lateral accessory lobe and is distinct from the LAL-SEG neuron.""}]"
									FBbt:00048266	dopaminergic GNG neuron	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0217751"",""FlyBase:FBrf0238545""]},""value"":""A dopaminergic neuron whose cell body is located in a cluster of 4 cell bodies in the ventral gnathal ganglion.""}]"
									FBbt:00048267	AUM neuron of the dopaminergic GNG cluster	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0217751""]},""value"":""Unpaired dopaminergic neuron whose cell body is located anterior to the dopaminergic VUM neuron in the ventral gnathal ganglion of the adult brain. It arborizes in a similar pattern to the dopaminergic VUM neuron in the subesophageal zone, but it also extends beyond this region (Marella et al., 2012).""}]"
									FBbt:00048268	APM neuron of the dopaminergic GNG cluster	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0217751""]},""value"":""Dopaminergic neuron whose cell body is located in the ventral gnathal ganglion of the adult brain. It arborizes in one half of the subesophageal zone and the antennal lobe (Marella et al., 2012).""}]"
									FBbt:00048269	SMP neuron of the dopaminergic PPL1 cluster	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0255928"",""FlyBase:FBrf0238545""]},""value"":""Bilateral MB-SV neuron that has terminals in the superior medial protocerebrum, in addition to the area surrounding the vertical lobe (Xie et al., 2018). It develops from a larval DAN-f1 neuron (Truman et al., 2023).""}]"
									FBbt:00048464	adult dopaminergic neuron of ventral nerve cord	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0227226""]},""value"":""Any dopaminergic neuron (FBbt:00005131) that has soma location some adult ventral nerve cord cell body rind (FBbt:00111082).""}]"
									FBbt:00048465	adult dopaminergic mesothoracic neuron	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0227226""]},""value"":""Dopaminergic neuron that has its cell body in the adult mesothoracic neuromere. There are five cells; one unpaired cell and two pairs close to the midline (Sadaf et al., 2015).""}]"
									FBbt:00048466	adult dopaminergic prothoracic neuron	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0227226""]},""value"":""Dopaminergic neuron that has its cell body in the adult prothoracic neuromere. There are three cells, all close to the midline (Sadaf et al., 2015).""}]"
									FBbt:00048467	adult dopaminergic mesothoracic neuron a	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0227226""]},""value"":""Bilaterally paired dopaminergic neuron with its cell body in a relatively anterior position, close to the midline of the adult mesothoracic neuromere. There is one of these cells per hemisphere. Its posterior projection loops upwards and meets a centrally located dendritic projection from the dopaminergic mesothoracic VUM neuron. It is activated by flight and is required for normal coordination of the wings during flight (Sadaf et al., 2015).""}]"
									FBbt:00048468	adult dopaminergic mesothoracic neuron b	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0227226""]},""value"":""Bilaterally paired dopaminergic neuron with its cell body in a relatively posterior position, close to the midline of the adult mesothoracic neuromere. There is one of these cells per hemisphere (Sadaf et al., 2015).""}]"
									FBbt:00048469	adult dopaminergic mesothoracic VUM neuron	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0227226""]},""value"":""Unpaired dopaminergic neuron of the adult mesothoracic neuromere. There is one of these cells and it is activated by flight. Its axons extend laterally towards the b1 motor neuron nuclei, close to the contralaterally extending projections of the b1 motor neuron (Sadaf et al., 2015).""}]"
									FBbt:00049800	adult lateral horn centrifugal neuron 7	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0249560"",""FlyBase:FBrf0246460""]},""value"":""Adult neuron that receives input from MBONs of alpha lobe slice 2, and has output synapses in the lateral horn (Bates et al., 2020). There is one of these per hemisphere and it is a primary neuron (Bates et al., 2020). It is dopaminergic (Schlegel et al., 2021).""}]"
									FBbt:00049839	adult dopaminergic mushroom body input neuron	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0248215""]},""value"":""Adult dopaminergic neuron that feeds reward or punishment information into the mushroom body, with dopamine release modifying the strength of Kenyon cell synapses to mushroom body output neurons (MBONs) in the same region (Li et al., 2020).""}]"
									FBbt:00049840	mushroom body PPL1 neuron	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0248215""]},""value"":""Dopaminergic PPL1 neuron that has axonal terminals in the mushroom body. There are 6 subtypes that collectively target the alpha' lobe, slices 2 and 3 of the alpha lobe, slices 1 and 2 of the gamma lobe, and the pedunculus (Li et al., 2020). There is one cell per hemisphere of each subtype and they broadly arborize throughout the mushroom body lobe compartments they innervate (Li et al., 2020).""}]"
									FBbt:00049930	PAM01 neuron of upper MB commissure	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0246510"",""FlyBase:FBrf0248215""]},""value"":""Dopaminergic PAM neuron 1 that follows a relatively dorsal mushroom body commissure between the gamma lobes (Li et al., 2020; Otto et al., 2020).""}]"
									FBbt:00049931	PAM01 neuron of ventral MB commissure	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0246510"",""FlyBase:FBrf0248215""]},""value"":""Dopaminergic PAM neuron 1 that follows a relatively ventral mushroom body commissure between the gamma lobes (Li et al., 2020; Otto et al., 2020).""}]"
									FBbt:00049932	PAM01 feedback neuron	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0246510"",""FlyBase:FBrf0248215""]},""value"":""Dopaminergic PAM neuron 1 that follows a relatively ventral mushroom body commissure between the gamma lobes and receives feedback from MBON01 (MBON-gamma5beta'2a) (Li et al., 2020; Otto et al., 2020).""}]"
									FBbt:00052094	adult dopaminergic anterior ventrolateral protocerebrum neuron AVLP_pr04	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0254226""]},""value"":""Auditory system neuron of the adult brain that preferentially responds to male pulse, rather than sine, courtship song (Baker et al., 2022). Its main innervation is in the anterior ventrolateral protocerebrum and it does not cross the midline (Baker et al., 2022). It is dopaminergic (Baker et al., 2022).""}]"
									FBbt:00052646	OL neuron of the dopaminergic PAL cluster	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0255928""]},""value"":""Adult dopaminergic neuron with a cell body in the PAL cluster and major arborization sites in the optic lobe and protocerebrum (Truman et al., 2023). It is sexually dimorphic, with the female neuron having greater arborization in the lobula (Truman et al., 2023). There are two of these cells per hemisphere and they develop from the larval MBIN-b1 and MBIN-b2 (Truman et al., 2023).""}]"
									FBbt:00058206	adult dopaminergic neuron	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FBC:Autogenerated""]},""value"":""Any dopaminergic neuron (FBbt:00005131) that is part of some adult nervous system (FBbt:00003559).""}]"
									FBbt:00100214	dopaminergic PAM neuron	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0248215"",""FlyBase:FBrf0227179"",""FlyBase:FBrf0208427""]},""value"":""A dopaminergic neuron whose cell body is located in a cluster of approximately 100 cell bodies in the cortex of the anterior inferior medial protocerebrum of the adult brain (Mao and Davis, 2009). There are 15 types, of which most (but not all) target the medial lobe (Li et al., 2020). They all follow a mushroom body commissure to the contralateral mushroom body (Li et al., 2020).""},{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0248215"",""FlyBase:FBrf0255928"",""FlyBase:FBrf0227179"",""FlyBase:FBrf0208427""]},""value"":""A dopaminergic neuron whose cell body is located in a cluster of approximately 100 cell bodies in the cortex of the anterior inferior medial protocerebrum of the adult brain (Mao and Davis, 2009). There are 15 types, of which most (but not all) target the medial lobe (Li et al., 2020). They all follow a mushroom body commissure to the contralateral mushroom body (Li et al., 2020). They are secondary neurons, with some belonging to the CREa1A (BAMd1A) hemilineage and some belonging to the CREa2A (DALcm1A) hemilineage (Lee et al., 2020; Truman et al., 2023).""}]"
									FBbt:00100215	dopaminergic PAL neuron	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0208427""]},""value"":""A dopaminergic neuron whose cell body is located in a cluster of approximately 5 cell bodies in the cortex located lateral to the dorsal portion of the vertical lobes in the middle of the superior lateral protocerebrum of the adult brain.""}]"
									FBbt:00100216	dopaminergic PPM1 neuron	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0208427""]},""value"":""Dopaminergic neuron whose cell body is located in a small cluster along the dorsoventral midline of the posterior superior medial protocerebrum of the adult brain.""}]"
									FBbt:00100217	dopaminergic PPM2 neuron	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0048550"",""FlyBase:FBrf0208427"",""FlyBase:FBrf0233706""]},""value"":""A dopaminergic neuron whose cell body is located in a cluster of approximately 8 cell bodies in the cortex of the posterior inferior medial protocerebrum of the adult brain (Mao and Davis, 2009). Different subtypes develop from the DM2, DM3 and DM4 neuroblasts (Ren et al., 2016).""}]"
									FBbt:00100218	dopaminergic PPM3 neuron	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0048550"",""FlyBase:FBrf0208427"",""FlyBase:FBrf0240929"",""FlyBase:FBrf0233706""]},""value"":""A dopaminergic neuron whose cell body is located in a cluster in the cortex of the superior posterior slope of the adult brain (Mao and Davis, 2009). There are approximately 8-9 of these cells and their axons project along the medial equatorial fascicle to the central complex and adjacent neuropil regions (Omoto et al., 2018). It develops from the DM6 neuroblast during the larval stage (Ren et al., 2016).""}]"
									FBbt:00100219	dopaminergic PPL1 neuron	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0048550"",""FlyBase:FBrf0208427"",""FlyBase:FBrf0208958""]},""value"":""A dopaminergic neuron whose cell body is located in a cluster of approximately 12 cell bodies in the cortex of the posterior inferior lateral protocerebrum of the adult brain, immediately lateral to the mushroom body calyx. Members of this group project to various parts of the mushroom body: the tip of the alpha lobe; the tip of the alpha' lobe; the upper portion of the alpha lobe segment 2; alpha lobe segment 1 and the lower part of segment 2; and the pedunculus and spur (Mao and Davis, 2009). Long-range fibers project bilaterally to and arborize in the tips and stalks of the alpha and alpha' lobes, the heel and the peduncle (Claridge-Chang et al., 2009). Other members of this group arborize in areas other than the mushroom body: the edge of the medial portions of the medial lobes; broad areas surrounding the ipsilateral vertical lobes; areas posterior to the ipsilateral vertical lobes; the entire span of the superior arch (Mao and Davis, 2009) and the central complex (Claridge-Chang et al., 2009).""}]"
									FBbt:00100221	dopaminergic PPL2c neuron	[dopaminergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0216686"",""FlyBase:FBrf0208427""]},""value"":""A dopaminergic neuron whose cell body is located in a cluster of approximately 2 cell bodies in the cortex of the posterior lateral protocerebrum of the adult brain.""}]"
